Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Location ID,Product ID,Sales,Quantity,Discount,Profit
CA-2014-162089,3/30/2014,4/1/2014,First Class,MP-17470,231,799,127.302,7,0.3,-9.093
US-2014-128685,4/4/2014,4/5/2014,First Class,MZ-17515,142,309,7.184,2,0.2,2.245
CA-2014-113887,4/5/2014,4/7/2014,First Class,TH-21550,46,420,55.48,1,0,26.6304
CA-2014-151001,4/5/2014,4/7/2014,First Class,JG-15805,68,172,49.632,4,0.2,3.7224
CA-2014-151001,4/5/2014,4/7/2014,First Class,JG-15805,68,1596,52.096,4,0.2,3.9072
US-2014-118486,4/6/2014,4/8/2014,First Class,SD-20485,106,510,10.304,1,0.2,-2.1896
US-2014-118486,4/6/2014,4/8/2014,First Class,SD-20485,106,987,154.764,3,0.4,-36.1116
US-2014-118486,4/6/2014,4/8/2014,First Class,SD-20485,106,173,116.784,2,0.2,21.897
CA-2014-124023,4/7/2014,4/10/2014,First Class,PJ-19015,273,1084,8.96,2,0,2.7776
US-2014-112564,4/23/2014,4/24/2014,First Class,TS-21160,64,1004,2.502,3,0.7,-1.7514
CA-2014-131387,4/28/2014,4/30/2014,First Class,AI-10855,35,1481,1679.96,5,0.2,125.997
CA-2014-160094,4/30/2014,5/2/2014,First Class,JM-16195,176,1785,174.95,5,0,45.487
CA-2014-160094,4/30/2014,5/2/2014,First Class,JM-16195,176,551,826,5,0,214.76
CA-2014-130274,5/3/2014,5/5/2014,First Class,JS-15940,292,1048,21.56,7,0,10.3488
CA-2014-111899,5/4/2014,5/5/2014,First Class,NC-18340,67,1585,37.84,2,0.2,2.838
CA-2014-111899,5/4/2014,5/5/2014,First Class,NC-18340,67,1734,5.472,6,0.2,1.8468
US-2014-148194,5/4/2014,5/7/2014,First Class,BS-11365,60,859,12.18,7,0,3.8976
US-2014-148194,5/4/2014,5/7/2014,First Class,BS-11365,60,338,57.68,4,0,19.0344
CA-2014-110219,5/5/2014,5/8/2014,First Class,EB-13870,66,65,127.869,3,0.3,-9.1335
CA-2014-111934,5/5/2014,5/7/2014,First Class,GD-14590,102,1000,11.88,2,0,5.346
CA-2014-111934,5/5/2014,5/7/2014,First Class,GD-14590,102,260,35.44,1,0,16.6568
CA-2014-116666,5/8/2014,5/10/2014,First Class,KT-16480,64,308,1799.97,5,0.4,239.996
CA-2014-127159,5/12/2014,5/15/2014,First Class,HL-15040,202,532,34.79,7,0,10.7849
CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005,187,467,7.104,2,0.2,2.3976
CA-2014-140165,5/13/2014,5/15/2014,First Class,EH-14005,187,904,398.352,8,0.7,-331.96
CA-2014-130155,5/19/2014,5/22/2014,First Class,TD-20995,221,1755,34.2,5,0,9.234
CA-2014-129574,5/26/2014,5/29/2014,First Class,Dp-13240,409,366,48.4,5,0,23.232
US-2014-117058,5/27/2014,5/30/2014,First Class,LE-16810,156,948,17.46,6,0.8,-30.555
CA-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,24,1418,25.584,2,0.2,8.9544
CA-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,24,926,464,5,0,134.56
CA-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,24,1163,235.95,3,0,77.8635
CA-2014-103429,5/30/2014,6/1/2014,First Class,LW-16825,24,1001,39.96,4,0,17.982
CA-2014-163867,6/3/2014,6/6/2014,First Class,RE-19450,68,1151,15.936,4,0.2,5.1792
CA-2014-163867,6/3/2014,6/6/2014,First Class,RE-19450,68,509,61.544,7,0.6,-40.0036
CA-2014-163867,6/3/2014,6/6/2014,First Class,RE-19450,68,1136,132.696,3,0.2,9.9522
CA-2014-133270,6/6/2014,6/9/2014,First Class,BM-11785,145,160,13.36,2,0,4.9432
CA-2014-141278,6/21/2014,6/24/2014,First Class,RM-19375,317,19,21.4,5,0,6.206
CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,24,1266,19.65,3,0,9.039
CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,24,522,617.97,3,0,160.6722
CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,24,950,59.7,3,0,26.865
CA-2014-142048,6/22/2014,6/25/2014,First Class,JE-15745,128,377,196.752,6,0.2,56.5662
CA-2014-124646,6/22/2014,6/24/2014,First Class,DV-13465,40,755,501.81,3,0,0
CA-2014-124646,6/22/2014,6/24/2014,First Class,DV-13465,40,401,161.94,3,0,9.7164
US-2014-130358,6/23/2014,6/26/2014,First Class,DL-13330,5,1650,20.016,9,0.2,1.7514
US-2014-130358,6/23/2014,6/26/2014,First Class,DL-13330,5,1589,3.104,1,0.2,0.3492
CA-2014-159338,6/25/2014,6/28/2014,First Class,NS-18640,14,830,447.84,5,0.2,11.196
CA-2014-123064,6/30/2014,7/2/2014,First Class,RA-19915,156,1210,5.248,4,0.2,1.64
CA-2014-120096,7/4/2014,7/7/2014,First Class,KE-16420,43,1507,177.536,4,0.2,62.1376
CA-2014-120096,7/4/2014,7/7/2014,First Class,KE-16420,43,1278,32.432,2,0.2,3.2432
CA-2014-157784,7/5/2014,7/8/2014,First Class,MC-17845,130,333,479.97,3,0,163.1898
CA-2014-157784,7/5/2014,7/8/2014,First Class,MC-17845,130,579,14.62,2,0,6.8714
CA-2014-157784,7/5/2014,7/8/2014,First Class,MC-17845,130,89,19.44,3,0,9.3312
CA-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,184,1133,19.52,2,0.2,5.368
CA-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,184,1526,9.81,5,0.7,-6.867
CA-2014-103317,7/5/2014,7/8/2014,First Class,DM-13525,184,1771,213.216,3,0.2,15.9912
CA-2014-134278,7/6/2014,7/8/2014,First Class,EP-13915,165,898,559.992,1,0.2,174.9975
CA-2014-150301,7/8/2014,7/10/2014,First Class,MH-18025,251,479,63.882,1,0.1,10.647
CA-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,295,1160,575.968,4,0.2,43.1976
CA-2014-123225,7/11/2014,7/14/2014,First Class,MN-17935,295,1576,10.368,2,0.2,3.6288
CA-2014-166555,7/11/2014,7/14/2014,First Class,JK-15205,278,1536,164.85,3,0,47.8065
CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,189,986,104.85,1,0,50.328
CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,189,306,8.704,2,0.2,3.1552
CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,189,391,19.92,4,0,9.7608
CA-2014-141726,7/20/2014,7/22/2014,First Class,CC-12145,189,619,43.02,3,0,15.4872
CA-2014-157546,7/20/2014,7/22/2014,First Class,RD-19720,35,443,89.712,6,0.2,30.2778
CA-2014-157546,7/20/2014,7/22/2014,First Class,RD-19720,35,231,22.83,3,0,10.7301
CA-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,216,925,41.94,2,0,15.0984
CA-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,216,1310,11.96,2,0,5.8604
CA-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,216,1637,13.12,4,0,3.8048
CA-2014-127866,7/20/2014,7/23/2014,First Class,JD-15895,216,523,535.41,3,0,160.623
CA-2014-103058,7/23/2014,7/24/2014,First Class,AG-10270,165,968,99.98,2,0,7.9984
CA-2014-152296,8/1/2014,8/3/2014,First Class,IL-15100,35,1275,19.752,3,0.2,6.9132
CA-2014-133690,8/3/2014,8/5/2014,First Class,BS-11755,77,190,218.75,2,0.5,-161.875
CA-2014-133690,8/3/2014,8/5/2014,First Class,BS-11755,77,191,2.6,1,0.2,0.2925
CA-2014-153927,8/12/2014,8/13/2014,First Class,LL-16840,632,611,14.04,3,0,6.7392
CA-2014-153927,8/12/2014,8/13/2014,First Class,LL-16840,632,925,272.61,13,0,98.1396
CA-2014-138023,8/15/2014,8/18/2014,First Class,KH-16510,177,618,30.96,8,0.8,-52.632
CA-2014-141005,8/15/2014,8/18/2014,First Class,CS-12355,70,547,62.94,3,0,30.2112
CA-2014-109043,8/15/2014,8/17/2014,First Class,CS-12355,476,1874,91.36,5,0.2,29.692
CA-2014-109043,8/15/2014,8/17/2014,First Class,CS-12355,476,518,152.24,5,0.2,17.127
US-2014-166828,8/22/2014,8/25/2014,First Class,JF-15415,586,1861,11.56,2,0,5.6644
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,188,1516,13.28,2,0,6.3744
CA-2014-107916,8/24/2014,8/26/2014,First Class,JP-15460,188,1096,12.672,3,0.2,4.4352
CA-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610,29,1144,579.95,5,0,168.1855
CA-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610,29,1037,29.12,4,0,12.5216
CA-2014-124688,8/27/2014,8/29/2014,First Class,CC-12610,29,1399,1202.94,3,0,300.735
CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,67,530,3.648,3,0.8,-6.0192
CA-2014-165428,9/1/2014,9/4/2014,First Class,JL-15130,67,262,31.104,6,0.2,10.8864
CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,291,950,19.9,1,0,8.955
CA-2014-157721,9/2/2014,9/5/2014,First Class,JM-16195,291,1474,70.71,1,0,4.9497
CA-2014-127936,9/2/2014,9/4/2014,First Class,CL-12565,30,1686,21.24,3,0,8.0712
US-2014-138828,9/2/2014,9/3/2014,First Class,KD-16345,30,334,57.75,5,0,16.17
US-2014-138828,9/2/2014,9/3/2014,First Class,KD-16345,30,818,14.94,3,0,7.0218
US-2014-120236,9/3/2014,9/4/2014,First Class,MR-17545,15,1767,7.68,5,0.8,-11.52
CA-2014-136861,9/5/2014,9/7/2014,First Class,PR-18880,105,298,31.984,2,0.2,1.999
CA-2014-130449,9/6/2014,9/9/2014,First Class,VP-21760,10,6,41.88,6,0,12.1452
CA-2014-130449,9/6/2014,9/9/2014,First Class,VP-21760,10,579,58.48,8,0,27.4856
CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,67,1378,196.776,3,0.2,14.7582
CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,67,349,2.92,2,0.8,-4.818
CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,67,744,200.795,1,0.3,-22.948
CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,67,1218,46.688,4,0.2,-2.918
CA-2014-105165,9/7/2014,9/10/2014,First Class,SZ-20035,67,1610,21.864,3,0.2,3.5529
CA-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,258,924,32.97,3,0,12.8583
CA-2014-163293,9/8/2014,9/11/2014,First Class,KC-16255,258,925,83.88,4,0,30.1968
US-2014-131870,9/9/2014,9/11/2014,First Class,NF-18595,404,1322,60.672,6,0.2,12.8928
US-2014-131870,9/9/2014,9/11/2014,First Class,NF-18595,404,1015,30.816,9,0.2,2.6964
CA-2014-113383,9/10/2014,9/13/2014,First Class,SF-20065,598,570,81.92,4,0,22.1184
CA-2014-113383,9/10/2014,9/13/2014,First Class,SF-20065,598,1165,254.9,5,0,76.47
CA-2014-101476,9/12/2014,9/13/2014,First Class,SD-20485,132,383,69.99,1,0,30.0957
CA-2014-132962,9/13/2014,9/16/2014,First Class,JM-15535,106,730,15.552,3,0.2,5.4432
CA-2014-132962,9/13/2014,9/16/2014,First Class,JM-15535,106,731,252,5,0.2,53.55
CA-2014-141152,9/16/2014,9/19/2014,First Class,RF-19345,24,741,33.552,1,0.2,12.582
CA-2014-120411,9/20/2014,9/23/2014,First Class,SB-20185,156,1629,493.43,5,0.3,-70.49
CA-2014-120411,9/20/2014,9/23/2014,First Class,SB-20185,156,1102,11.12,2,0.2,3.475
CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,165,1574,629.95,5,0,157.4875
CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,165,660,631.782,2,0.1,140.396
CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,165,1260,801.568,2,0.2,-10.0196
CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,165,50,75.18,6,0,35.3346
CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,165,1284,30.98,1,0,8.0548
CA-2014-125997,9/20/2014,9/23/2014,First Class,MW-18220,165,1350,1349.91,9,0,661.4559
CA-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,199,96,25.96,2,0,7.5284
CA-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,199,1215,36.27,3,0,10.881
CA-2014-125514,9/21/2014,9/22/2014,First Class,BM-11650,199,822,6.48,1,0,3.1104
CA-2014-168823,9/21/2014,9/24/2014,First Class,MA-17560,106,206,11.352,3,0.2,4.1151
CA-2014-168823,9/21/2014,9/24/2014,First Class,MA-17560,106,873,20.808,9,0.2,7.0227
US-2014-166310,9/21/2014,9/23/2014,First Class,JS-15940,211,1465,8.544,2,0.6,-7.476
CA-2014-117478,9/21/2014,9/24/2014,First Class,LH-16750,12,349,6.57,3,0.7,-5.037
CA-2014-163650,9/23/2014,9/25/2014,First Class,TT-21220,22,843,9.84,3,0,2.8536
CA-2014-163650,9/23/2014,9/25/2014,First Class,TT-21220,22,1033,34.5,3,0,15.525
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,189,2,585.552,3,0.2,73.194
CA-2014-132451,9/26/2014,9/27/2014,First Class,KF-16285,189,984,19.44,3,0,9.3312
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,287,1027,9.408,2,0.2,3.4104
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,287,855,4.672,2,0.2,1.46
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,287,258,318.4,2,0.2,107.46
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,287,1532,12.768,6,0.2,4.6284
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,287,1533,15.36,2,0.2,-3.264
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,287,670,230.376,3,0.2,20.1579
CA-2014-108189,10/2/2014,10/5/2014,First Class,ES-14080,287,1054,7.16,1,0.2,-0.0895
CA-2014-166891,10/4/2014,10/6/2014,First Class,CC-12220,24,1612,589.41,5,0.1,-6.549
CA-2014-152233,10/5/2014,10/6/2014,First Class,KH-16510,283,1244,99.98,2,0,34.993
CA-2014-109680,10/6/2014,10/9/2014,First Class,VP-21760,305,1690,386.34,2,0,54.0876
CA-2014-157924,10/11/2014,10/13/2014,First Class,HA-14920,55,869,31.92,4,0,8.2992
CA-2014-157924,10/11/2014,10/13/2014,First Class,HA-14920,55,1659,433.568,2,0.2,-65.0352
CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,200,655,11.52,4,0,3.2256
CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,200,259,1298.55,5,0,311.652
CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,200,656,213.92,4,0,62.0368
CA-2014-151995,10/13/2014,10/15/2014,First Class,ZC-21910,200,558,25.78,2,0,2.578
CA-2014-132010,10/13/2014,10/15/2014,First Class,MA-17995,196,1057,36.4,5,0,17.472
CA-2014-132010,10/13/2014,10/15/2014,First Class,MA-17995,196,1718,22.96,2,0,4.3624
CA-2014-132010,10/13/2014,10/15/2014,First Class,MA-17995,196,1852,315.2,4,0,6.304
CA-2014-132010,10/13/2014,10/15/2014,First Class,MA-17995,196,889,15.18,3,0,7.1346
CA-2014-151330,10/14/2014,10/17/2014,First Class,TC-21295,290,1023,177,3,0,30.09
CA-2014-151330,10/14/2014,10/17/2014,First Class,TC-21295,290,76,79.45,7,0,22.246
CA-2014-151330,10/14/2014,10/17/2014,First Class,TC-21295,290,1716,1628.82,9,0,260.6112
US-2014-122021,10/15/2014,10/17/2014,First Class,AC-10660,272,1420,183.372,2,0.3,-7.8588
US-2014-122021,10/15/2014,10/17/2014,First Class,AC-10660,272,391,7.968,2,0.2,2.8884
CA-2014-169684,10/20/2014,10/23/2014,First Class,FH-14365,366,971,328.59,3,0.4,-147.8655
CA-2014-169684,10/20/2014,10/23/2014,First Class,FH-14365,366,358,98.352,3,0.2,-24.588
CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520,324,518,121.792,4,0.2,13.7016
CA-2014-142587,10/21/2014,10/22/2014,First Class,TB-21520,324,344,409.59,3,0.4,-122.877
US-2014-158400,10/25/2014,10/28/2014,First Class,AH-10030,10,1098,49.408,4,0.2,18.528
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,14,309,7.184,2,0.2,2.245
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,14,1618,6.28,2,0,0.0628
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,14,264,480.74,2,0,14.4222
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,14,433,616.998,6,0.15,-36.294
CA-2014-101931,10/28/2014,10/31/2014,First Class,TS-21370,14,87,141.4,5,0,38.178
CA-2014-154627,10/29/2014,10/31/2014,First Class,SA-20830,27,435,2735.952,6,0.2,341.994
CA-2014-114195,11/1/2014,11/3/2014,First Class,EA-14035,631,598,68.704,2,0.2,16.3172
CA-2014-114195,11/1/2014,11/3/2014,First Class,EA-14035,631,1608,3.132,2,0.7,-2.61
CA-2014-114195,11/1/2014,11/3/2014,First Class,EA-14035,631,447,22.428,3,0.7,-17.9424
CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,17,1326,26.046,3,0.8,-44.2782
CA-2014-123498,11/7/2014,11/9/2014,First Class,TC-20980,17,1525,74.352,3,0.2,26.9526
CA-2014-146990,11/7/2014,11/8/2014,First Class,BP-11095,24,1095,5.92,4,0,2.8416
CA-2014-146990,11/7/2014,11/8/2014,First Class,BP-11095,24,1631,30.18,3,0,13.8828
CA-2014-128524,11/11/2014,11/13/2014,First Class,MZ-17515,61,10,22.98,1,0,6.894
CA-2014-128524,11/11/2014,11/13/2014,First Class,MZ-17515,61,1218,102.13,7,0,15.3195
CA-2014-128524,11/11/2014,11/13/2014,First Class,MZ-17515,61,454,2033.584,2,0.2,762.594
CA-2014-151554,11/14/2014,11/15/2014,First Class,CM-11815,90,1538,20.736,4,0.2,7.2576
CA-2014-127558,11/15/2014,11/18/2014,First Class,SS-20410,142,226,10.11,3,0,3.2352
CA-2014-127558,11/15/2014,11/18/2014,First Class,SS-20410,142,219,772.47,3,0,146.7693
CA-2014-127558,11/15/2014,11/18/2014,First Class,SS-20410,142,688,20.46,2,0,5.3196
CA-2014-119144,11/16/2014,11/18/2014,First Class,JD-16150,142,778,79.968,4,0.2,-17.9928
CA-2014-119144,11/16/2014,11/18/2014,First Class,JD-16150,142,580,305.9745,3,0.15,25.1979
CA-2014-119144,11/16/2014,11/18/2014,First Class,JD-16150,142,158,344.91,3,0,10.3473
CA-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,10,968,99.98,2,0,7.9984
CA-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,10,662,733.95,7,0,352.296
CA-2014-140662,11/17/2014,11/19/2014,First Class,TS-21205,10,1449,241.44,3,0,72.432
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,562,279,292.1,4,0.5,-175.26
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,562,1465,8.544,2,0.6,-7.476
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,562,1687,424.116,6,0.3,-30.294
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,562,549,2.892,3,0.8,-4.9164
CA-2014-163468,11/18/2014,11/21/2014,First Class,JK-15730,562,627,381.72,5,0.2,-66.801
US-2014-149034,11/19/2014,11/21/2014,First Class,RD-19900,75,1100,47.496,1,0.2,-1.1874
CA-2014-105340,11/22/2014,11/25/2014,First Class,EH-14185,90,1012,6.928,1,0.8,-11.0848
CA-2014-125682,11/22/2014,11/25/2014,First Class,RB-19645,149,1401,9.96,2,0,4.8804
US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,26,84,603.92,5,0.2,-67.941
US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,26,1057,21.84,3,0,10.4832
US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,26,1058,29.99,1,0,6.2979
US-2014-157385,11/23/2014,11/25/2014,First Class,SC-20095,26,472,381.44,2,0.2,23.84
CA-2014-115973,11/24/2014,11/26/2014,First Class,NG-18430,94,348,2.624,1,0.2,0.4264
CA-2014-158540,11/24/2014,11/26/2014,First Class,VG-21790,89,774,151.72,4,0,27.3096
CA-2014-159800,11/28/2014,12/1/2014,First Class,SG-20470,10,946,43.68,3,0,11.7936
CA-2014-159800,11/28/2014,12/1/2014,First Class,SG-20470,10,815,139.93,7,0,34.9825
CA-2014-120474,12/1/2014,12/3/2014,First Class,RP-19390,8,1142,2807.84,8,0,673.8816
CA-2014-120474,12/1/2014,12/3/2014,First Class,RP-19390,8,1143,46.64,4,0,12.5928
CA-2014-143210,12/1/2014,12/3/2014,First Class,AA-10645,112,1651,271.9,2,0,78.851
CA-2014-143210,12/1/2014,12/3/2014,First Class,AA-10645,112,683,45.84,3,0,15.5856
CA-2014-143210,12/1/2014,12/3/2014,First Class,AA-10645,112,883,9.82,2,0,3.2406
CA-2014-112158,12/2/2014,12/4/2014,First Class,DP-13165,46,248,119.96,4,0,52.7824
CA-2014-112158,12/2/2014,12/4/2014,First Class,DP-13165,46,593,883.92,5,0.2,-110.49
CA-2014-112158,12/2/2014,12/4/2014,First Class,DP-13165,46,349,46.72,8,0.2,15.768
CA-2014-101147,12/2/2014,12/4/2014,First Class,MC-17575,37,362,2.394,1,0.8,-6.3441
CA-2014-125542,12/5/2014,12/7/2014,First Class,NB-18655,64,639,348.488,7,0.2,117.6147
CA-2014-125542,12/5/2014,12/7/2014,First Class,NB-18655,64,401,172.736,4,0.2,-30.2288
CA-2014-150203,12/5/2014,12/7/2014,First Class,JB-15925,4,592,250.26,6,0,72.5754
CA-2014-106726,12/6/2014,12/8/2014,First Class,RS-19765,142,740,1261.33,7,0,327.9458
CA-2014-138737,12/7/2014,12/10/2014,First Class,FP-14320,14,655,8.64,3,0,2.4192
CA-2014-154592,12/7/2014,12/8/2014,First Class,EH-14005,10,1416,164.88,3,0,80.7912
CA-2014-109932,12/9/2014,12/11/2014,First Class,VP-21760,231,130,10.688,2,0.2,3.7408
CA-2014-109932,12/9/2014,12/11/2014,First Class,VP-21760,231,601,237.096,3,0.2,20.7459
CA-2014-130575,12/14/2014,12/16/2014,First Class,CS-11845,37,1098,9.264,3,0.8,-13.896
CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,295,1059,40.68,3,0.2,-9.153
CA-2014-101602,12/15/2014,12/18/2014,First Class,MC-18100,295,641,763.28,5,0.3,-21.808
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,14,648,44.46,2,0,14.6718
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,14,293,241.568,2,0.2,18.1176
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,14,557,395,5,0,39.5
CA-2014-136399,12/16/2014,12/17/2014,First Class,CC-12100,14,35,627.168,4,0.2,70.5564
CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,142,579,14.62,2,0,6.8714
CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,142,490,22.55,5,0,8.7945
CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,142,1299,583.8,5,0.2,72.975
CA-2014-162992,12/19/2014,12/21/2014,First Class,BP-11095,142,671,211.168,4,0.2,15.8376
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,246,861,122.48,2,0,0
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,246,862,2244.48,7,0,493.7856
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,246,352,62.31,3,0,29.2857
CA-2014-136567,12/20/2014,12/21/2014,First Class,PS-19045,246,344,455.1,2,0,100.122
CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,305,1675,3.69,1,0,1.7343
CA-2014-103100,12/20/2014,12/23/2014,First Class,AB-10105,305,1520,1103.97,3,0,496.7865
